Latitude,Longitude,CrimeCount
41.779798546,-87.641648739,20
41.779806409,-87.641131698,12
41.779814399,-87.635195774,12
41.779816844,-87.683804379,6
41.779841314,-87.684735389,9
41.779846268,-87.632317335,8
41.779847916,-87.632137665,16
41.779872827,-87.586450869,10
41.779892225,-87.610941936,9
41.779902527,-87.630296555,16
41.779917703,-87.640928851,17
41.779923811,-87.631982851,6
41.7799566,-87.605921959,14
41.779960201,-87.632099778,15
41.779960561,-87.617474634,7
41.779970648,-87.637881528,8
41.779975054,-87.630937377,41
41.779985712,-87.644939128,49
41.77999793,-87.629294594,20
41.78000107,-87.694636659,7
41.780007639,-87.685030689,8
41.780007701,-87.625525458,9
41.780011043,-87.664088323,8
41.78006491,-87.66438474,7
41.780084661,-87.630910517,15
41.780093874,-87.630173475,7
41.780102089,-87.629722421,7
41.780110888,-87.615617777,10
41.780148147,-87.614554112,19
41.780155491,-87.586451255,10
41.78015993,-87.613806039,8
41.780167378,-87.614557563,17
41.780183792,-87.68366502,8
41.78018541,-87.703170178,12
41.780210047,-87.612170273,7
41.780210638,-87.615770652,41
41.780214294,-87.615477301,13
41.78021834,-87.703169855,6
41.780229818,-87.610949147,18
41.780274971,-87.608532493,10
41.78027612,-87.607410566,6
41.780282545,-87.607124516,7
41.780293091,-87.685038813,8
41.78029761,-87.607336996,7
41.780311227,-87.705599765,6
41.780317074,-87.60607554,30
41.780320702,-87.617136988,35
41.780328363,-87.717896689,12
41.7803488,-87.615483134,6
41.780349327,-87.615567455,22
41.780380313,-87.604795255,6
41.780390363,-87.699520105,6
41.780393897,-87.672865361,6
41.780398048,-87.696938884,6
41.780402067,-87.621840063,56
41.780413719,-87.610954415,11
41.780415657,-87.605608794,14
41.780430183,-87.61095423,9
41.780432397,-87.610869879,22
41.780434357,-87.610745199,6
41.780439401,-87.603727666,22
41.780440222,-87.705602174,8
41.780500767,-87.69221554,9
41.780507577,-87.718052631,53
41.780509171,-87.672867844,6
41.78051886,-87.605871608,10
41.780524223,-87.586604632,24
41.78053349,-87.650737184,6
41.780535727,-87.604635841,6
41.780542005,-87.604327792,17
41.780605319,-87.776483341,8
41.780669017,-87.615783874,69
41.780715087,-87.763055953,9
41.780723292,-87.606085615,16
41.780726643,-87.615783232,51
41.780730298,-87.615489878,6
41.780768733,-87.698464116,7
41.780792313,-87.63806697,8
41.78079603,-87.696949615,6
41.780810521,-87.641993506,10
41.780835284,-87.664252074,7
41.780846191,-87.640170912,6
41.780867746,-87.692079893,9
41.780906256,-87.688174765,7
41.78090755,-87.574742991,6
41.78091479,-87.688717311,6
41.78093576,-87.699390075,7
41.780946398,-87.621995369,78
41.780958636,-87.703048948,6
41.780958654,-87.683836853,37
41.780963512,-87.681303302,6
41.781009311,-87.648609275,10
41.781009353,-87.615791079,6
41.781045048,-87.692378774,17
41.781067838,-87.6740977,9
41.781080815,-87.689940238,7
41.781099015,-87.64846533,12
41.781113973,-87.689001298,6
41.781142552,-87.683842331,8
41.781163399,-87.654690257,11
41.781184105,-87.615649806,12
41.781198448,-87.664409623,6
41.781202228,-87.664116268,9
41.781203314,-87.615649592,6
41.781231428,-87.620606304,11
41.781246706,-87.591377284,10
41.781251847,-87.675558727,14
41.781293251,-87.60595085,8
41.781322048,-87.683554536,118
41.781326622,-87.647516964,10
41.781349972,-87.605807217,8
41.781373221,-87.614294778,7
41.781375774,-87.587999,7
41.781409493,-87.612200831,6
41.781434441,-87.617065931,123
41.781462503,-87.605809612,8
41.781492368,-87.63494292,21
41.781499104,-87.605955856,6
41.781534778,-87.605955453,6
41.781553183,-87.613233162,6
41.781565307,-87.644295268,7
41.781576603,-87.615660095,7
41.781601512,-87.621870801,6
41.781606415,-87.683855982,7
41.781666711,-87.644730492,7
41.781711299,-87.621873254,9
41.781720169,-87.59800446,6
41.781750443,-87.615812148,7
41.781756818,-87.607217875,6
41.78182061,-87.697122808,14
41.781830871,-87.610692856,6
41.781839376,-87.692106877,7
41.781850833,-87.637032588,14
41.781859617,-87.612210453,7
41.781865718,-87.61581453,11
41.781978249,-87.615816942,9
41.781981905,-87.615523582,7
41.781982444,-87.594826292,12
41.781992616,-87.614603176,6
41.782004335,-87.612531482,6
41.782017142,-87.60976681,7
41.782029797,-87.612215879,8
41.782042004,-87.671700836,27
41.782091934,-87.607701737,7
41.78210152,-87.586502002,47
41.782139545,-87.606117277,16
41.782140432,-87.605823947,6
41.782170414,-87.604492672,13
41.782173772,-87.614608486,12
41.782225953,-87.651995176,9
41.782230687,-87.59801696,6
41.782234237,-87.586654455,40
41.782246469,-87.723011456,6
41.782279941,-87.671559063,11
41.78230797,-87.785290242,6
41.782308311,-87.686173464,6
41.7823871,-87.667781456,18
41.782439451,-87.689977987,15
41.782440778,-87.738606979,8
41.782445772,-87.615536741,7
41.782500654,-87.615536129,6
41.782530691,-87.657125073,6
41.782546359,-87.649571882,6
41.782554956,-87.703392634,6
41.782574358,-87.699436266,6
41.782575793,-87.647144334,6
41.7825879,-87.654726567,57
41.782602923,-87.657274641,9
41.782620505,-87.61583178,6
41.782704186,-87.654435686,7
41.782750966,-87.703104726,15
41.78277166,-87.661713037,9
41.782806351,-87.690318973,6
41.782814084,-87.683887793,17
41.782817914,-87.683594432,6
41.782823816,-87.670218852,6
41.782829308,-87.661716102,6
41.782844267,-87.669008685,10
41.782845623,-87.604510691,20
41.782886077,-87.60613084,6
41.782889499,-87.80099278,6
41.78290758,-87.602599726,7
41.782932485,-87.61569264,7
41.782933762,-87.613265379,6
41.782941838,-87.661718594,7
41.782951712,-87.604362828,16
41.782988644,-87.613264765,12
41.783015443,-87.664456735,10
41.783051325,-87.623779709,9
41.783054369,-87.661721086,6
41.783059439,-87.683599326,54
41.783068175,-87.61194392,8
41.783074237,-87.607243343,8
41.783093446,-87.607243127,6
41.783095286,-87.607100111,7
41.783110449,-87.653525762,8
41.783116362,-87.615694257,11
41.783126986,-87.59485349,6
41.783150553,-87.654738967,6
41.783180438,-87.615847537,14
41.783184026,-87.674156687,6
41.783194497,-87.613269795,7
41.783209684,-87.615696882,16
41.783287695,-87.605847644,9
41.783308657,-87.646249213,6
41.783316167,-87.593120705,7
41.783337,-87.645024279,7
41.783338968,-87.606144056,19
41.783340761,-87.605993706,15
41.783343293,-87.620406922,6
41.783345344,-87.605850659,8
41.783364045,-87.614488863,7
41.783380191,-87.642618551,7
41.783393112,-87.654454084,11
41.783396594,-87.606143404,6
41.783425891,-87.742312116,6
41.783430521,-87.592980061,40
41.783432002,-87.615701737,6
41.783449861,-87.640971514,7
41.783451628,-87.70326286,15
41.783454243,-87.60614642,22
41.783457875,-87.605853053,10
41.783488656,-87.623939883,6
41.783522021,-87.593125671,14
41.783532075,-87.709454923,11
41.783543326,-87.641909151,7
41.783565538,-87.658100508,8
41.783601519,-87.606001759,8
41.783621025,-87.683908983,6
41.783674009,-87.596277178,7
41.783777214,-87.68483872,8
41.783779397,-87.621696395,7
41.783784633,-87.615041486,7
41.783789742,-87.615859077,19
41.783820574,-87.614645093,7
41.783832692,-87.62365743,14
41.783837672,-87.613431262,6
41.783855011,-87.61225776,7
41.783874759,-87.611032898,6
41.783892488,-87.684841225,10
41.783907111,-87.606155969,6
41.783942647,-87.647177426,6
41.783944066,-87.683770059,12
41.783960406,-87.596431561,25
41.783961993,-87.606155349,12
41.783965211,-87.683626848,10
41.78399401,-87.601689074,6
41.783996507,-87.615570777,6
41.784000358,-87.684990469,7
41.784010058,-87.602917201,6
41.784056597,-87.683772589,6
41.784088396,-87.644018926,6
41.784111527,-87.688652292,11
41.784115114,-87.688802587,6
41.784135472,-87.607550364,6
41.784150324,-87.606860875,46
41.784152512,-87.606772852,23
41.784278913,-87.683777679,7
41.784289134,-87.688514848,14
41.784326371,-87.669041051,6
41.784343935,-87.659335325,10
41.784516484,-87.642188359,6
41.784538391,-87.606170835,7
41.784540758,-87.612206076,8
41.784573854,-87.662984884,9
41.78460489,-87.648703018,8
41.784639328,-87.68393904,12
41.784644782,-87.609546602,6
41.784649791,-87.619116459,7
41.784655245,-87.657205415,15
41.784656936,-87.611915111,6
41.784660659,-87.649773083,6
41.78467398,-87.672689436,7
41.78470744,-87.619119486,10
41.784726411,-87.664204287,7
41.784754925,-87.588143196,12
41.784783317,-87.588289533,12
41.784795018,-87.651139315,8
41.784797052,-87.647333315,19
41.784826483,-87.644913015,7
41.78487645,-87.683650648,21
41.784902819,-87.659641137,6
41.784910292,-87.651141759,6
41.784926967,-87.647489596,9
41.784970294,-87.654785779,11
41.785010863,-87.63274141,7
41.785031284,-87.613406909,6
41.785045033,-87.619126739,7
41.785122047,-87.60603224,6
41.785168914,-87.608671708,24
41.785183991,-87.611065869,9
41.785187197,-87.608524835,19
41.785206563,-87.609855617,7
41.785268355,-87.614452924,6
41.785284109,-87.665723824,7
41.78528946,-87.606034015,34
41.785380434,-87.637559067,13
41.785380616,-87.671494178,7
41.785386477,-87.606186919,13
41.785441359,-87.606186299,8
41.78548519,-87.647219646,7
41.785491491,-87.622084464,8
41.785499872,-87.605892303,7
41.785512944,-87.703327012,7
41.785519673,-87.738567526,14
41.785521706,-87.620760457,38
41.785524064,-87.664514995,11
41.785555549,-87.619139407,7
41.785592838,-87.621610341,11
41.785607658,-87.615611474,7
41.785635238,-87.614316825,15
41.785639668,-87.742676788,10
41.785713083,-87.68747757,10
41.785739954,-87.607403934,28
41.785744115,-87.645086533,7
41.78578165,-87.60618612,7
41.785782537,-87.605892774,6
41.785792907,-87.703335272,7
41.785825082,-87.723021517,11
41.785848109,-87.607582382,35
41.785861979,-87.648737311,6
41.785879884,-87.683963188,13
41.78588592,-87.723108942,6
41.785899326,-87.738219346,11
41.785985948,-87.672723635,7
41.786052106,-87.651173655,8
41.786078898,-87.706955194,6
41.786079418,-87.683821839,6
41.786153295,-87.703496746,7
41.786179581,-87.662099143,6
41.786219214,-87.705010461,7
41.786257219,-87.648747773,10
41.786291714,-87.664386014,22
41.786313453,-87.693741661,12
41.78633318,-87.648600296,7
41.786343156,-87.697609774,7
41.786429601,-87.654675056,7
41.786433139,-87.62703515,9
41.786437047,-87.683975899,10
41.786470741,-87.643612066,7
41.786483322,-87.676667612,16
41.786499587,-87.649815884,12
41.786529323,-87.673202067,7
41.786532558,-87.67424339,8
41.786545669,-87.627037581,6
41.786546191,-87.691678636,11
41.786547563,-87.67303321,7
41.786615867,-87.623733072,7
41.786632384,-87.620638155,10
41.786652112,-87.664539938,11
41.786655892,-87.664246558,22
41.786667207,-87.670934599,6
41.786673516,-87.623736103,8
41.786697367,-87.619170735,7
41.786718408,-87.619023832,9
41.786729308,-87.666016839,6
41.786735319,-87.665162422,6
41.786789877,-87.653413558,9
41.786823398,-87.65119848,6
41.786873855,-87.655550394,12
41.786880264,-87.648763146,7
41.786889349,-87.646606992,6
41.786894978,-87.64754929,9
41.78690669,-87.625500912,6
41.786929813,-87.645114186,12
41.786936288,-87.644820775,14
41.786964596,-87.64267908,7
41.786994651,-87.654628762,7
41.78701723,-87.645505595,7
41.787053217,-87.637808654,7
41.787076281,-87.644826611,6
41.78717543,-87.642599815,6
41.787236293,-87.70582189,6
41.787244933,-87.793982504,6
41.787258558,-87.637729432,6
41.787267161,-87.625658285,15
41.787270842,-87.625364902,17
41.787295629,-87.624044586,20
41.787350615,-87.637523097,8
41.787375318,-87.619188878,6
41.787380329,-87.624428666,8
41.787465437,-87.625769775,11
41.787606839,-87.692412421,7
41.787616578,-87.651212072,7
41.787664489,-87.606227179,10
41.787710314,-87.741891416,97
41.78772347,-87.577940765,7
41.787807253,-87.741531177,98
41.787900966,-87.664574627,12
41.787939234,-87.711447285,6
41.787950729,-87.615963022,11
41.787958075,-87.622442216,7
41.787969511,-87.590845084,7
41.78831115,-87.604771469,38
41.788338665,-87.622302338,6
41.788339891,-87.740514226,12
41.788378506,-87.670737307,6
41.788476827,-87.620683729,7
41.788521265,-87.664590181,6
41.788571776,-87.656346552,11
41.788653721,-87.669447402,6
41.788654327,-87.622313517,7
41.788699253,-87.604954085,17
41.788720993,-87.663073688,6
41.788786066,-87.622315729,22
41.788838229,-87.620547719,8
41.788940779,-87.604958685,8
41.788987036,-87.74147999,227
41.789041403,-87.604814537,14
41.789146542,-87.622473088,11
41.789174919,-87.620852008,6
41.789203274,-87.619230927,10
41.789204622,-87.703437543,12
41.789231605,-87.617609845,6
41.789249657,-87.621841243,7
41.789259937,-87.615992429,7
41.789380622,-87.741703718,203
41.789387343,-87.741410303,79
41.789418333,-87.60626603,7
41.789418937,-87.67174966,7
41.789429175,-87.603647738,15
41.789433086,-87.605129123,8
41.789475966,-87.666897747,7
41.789518444,-87.693680468,6
41.789528134,-87.723210076,6
41.789541717,-87.737298263,9
41.789611196,-87.605086771,13
41.78972944,-87.641534657,6
41.78973053,-87.707271672,7
41.789840957,-87.622491085,20
41.789905879,-87.624114819,7
41.789916881,-87.647623423,6
41.790013731,-87.663104224,7
41.79002675,-87.646261817,8
41.7900758,-87.652194411,17
41.790151999,-87.617339254,7
41.790205987,-87.617635676,9
41.790207515,-87.671917566,11
41.790239485,-87.652493369,16
41.790240779,-87.622354657,10
41.790241213,-87.669196337,9
41.790295389,-87.66434439,7
41.790353984,-87.604942686,6
41.790426736,-87.780373351,16
41.790429512,-87.654926224,8
41.790447036,-87.653712273,6
41.790457578,-87.62413074,15
41.790541176,-87.699959166,8
41.79054357,-87.780130326,27
41.790591824,-87.590231774,7
41.790614423,-87.65463825,8
41.790616474,-87.67192803,22
41.790638991,-87.725689425,7
41.790707994,-87.604942346,9
41.790744906,-87.63791176,6
41.790752055,-87.625601621,15
41.790754583,-87.739927261,30
41.790771066,-87.632282656,9
41.790772974,-87.633045368,6
41.790829667,-87.659502075,8
41.790845334,-87.671639652,8
41.790872026,-87.606143261,8
41.790909606,-87.627569062,6
41.79095426,-87.625460051,6
41.790955306,-87.623850229,8
41.790974519,-87.622518898,9
41.791012589,-87.688993852,64
41.791044653,-87.617021292,6
41.791054072,-87.617651911,9
41.791057733,-87.61735851,9
41.791061128,-87.623211004,6
41.791076916,-87.61603451,11
41.791160785,-87.579836586,46
41.791161326,-87.608061501,6
41.791212117,-87.664367861,7
41.791220341,-87.688848758,7
41.791232523,-87.606300534,7
41.791278956,-87.632764835,7
41.791350864,-87.654802831,6
41.791404283,-87.580141764,34
41.791530747,-87.624155581,6
41.791597339,-87.632772369,13
41.791664664,-87.665738295,6
41.791695343,-87.658308555,7
41.79172656,-87.622536258,7
41.791732675,-87.659525621,7
41.791767911,-87.626569546,7
41.791801237,-87.585454322,8
41.791883863,-87.61605485,17
41.791904042,-87.622391283,12
41.791941511,-87.616057874,11
41.791950089,-87.800760135,7
41.791954366,-87.622541076,7
41.792081838,-87.654971141,6
41.792111345,-87.66468488,6
41.792142544,-87.732936024,7
41.792194049,-87.624023589,6
41.792195498,-87.604958508,16
41.79221393,-87.675321983,6
41.79221937,-87.683994549,7
41.792262351,-87.786037883,6
41.79226555,-87.646171901,8
41.792277329,-87.622401826,9
41.792292682,-87.790115422,8
41.792303835,-87.624026045,7
41.792342608,-87.66954502,9
41.792349777,-87.711026945,13
41.792522974,-87.703529737,9
41.792625304,-87.661056451,11
41.792749034,-87.754320594,10
41.792809525,-87.652264481,10
41.792853763,-87.619326092,9
41.792874284,-87.703537299,7
41.792889719,-87.75938728,34
41.79289687,-87.646194495,11
41.79290166,-87.751396529,27
41.792906221,-87.742078348,12
41.792907638,-87.616080106,9
41.792936194,-87.749008923,62
41.79295594,-87.73894984,51
41.792966839,-87.618092689,6
41.792974653,-87.723151723,8
41.793146602,-87.661975118,7
41.793152847,-87.657424154,9
41.793153841,-87.723304043,8
41.793158667,-87.728368301,6
41.793175585,-87.658491048,6
41.793195202,-87.687688498,7
41.793265531,-87.715957715,6
41.793295076,-87.710753767,8
41.79329893,-87.66456619,12
41.793348807,-87.656215608,6
41.793370259,-87.684177292,9
41.793390915,-87.711728299,10
41.79340561,-87.662119748,18
41.79340561,-87.5848746,7
41.793418549,-87.703700659,7
41.793424442,-87.583554214,8
41.793425173,-87.703407223,10
41.793435216,-87.636348792,11
41.793436846,-87.654857841,6
41.793476672,-87.674428953,11
41.793485288,-87.70536489,7
41.793489634,-87.70515582,9
41.793506624,-87.775993971,12
41.793513106,-87.584946693,9
41.793521775,-87.641490211,16
41.793527863,-87.583842713,10
41.793531619,-87.615805448,14
41.793549029,-87.631955347,8
41.793551099,-87.641346877,16
41.793557752,-87.663771396,10
41.793560751,-87.59827619,7
41.793579386,-87.645142068,7
41.793588002,-87.66472454,26
41.793588428,-87.619196923,9
41.793589038,-87.664431157,12
41.793600012,-87.663488586,6
41.793605616,-87.660690493,6
41.793612114,-87.615951236,9
41.79365843,-87.659868499,6
41.793686636,-87.694104755,10
41.7937147,-87.620970422,11
41.793748131,-87.684514524,6
41.793758007,-87.64977911,6
41.793793457,-87.616866003,6
41.793797819,-87.693865285,9
41.793810321,-87.693153731,6
41.793832261,-87.645209039,33
41.793844726,-87.644541483,22
41.793856167,-87.684693126,29
41.793868462,-87.645296664,17
41.793922473,-87.774035764,7
41.793924612,-87.673580917,11
41.793935631,-87.682246323,16
41.793938009,-87.645453608,9
41.793946174,-87.62068182,6
41.793962327,-87.670122389,7
41.793973589,-87.62244909,10
41.793999099,-87.636013662,8
41.794026053,-87.67404194,14
41.794034122,-87.582362614,7
41.794039603,-87.630501466,8
41.794076787,-87.669508791,8
41.7940804,-87.633137717,9
41.794088699,-87.631799109,21
41.794131444,-87.664737227,7
41.794153098,-87.630661582,15
41.794171591,-87.662679522,10
41.794172544,-87.70357593,67
41.794188853,-87.66140683,6
41.794199246,-87.631926255,13
41.794225033,-87.625838453,16
41.794293867,-87.620105888,9
41.794322439,-87.618521347,11
41.794322918,-87.618598352,10
41.794324704,-87.618444311,6
41.794347692,-87.623479103,6
41.7943649,-87.64892554,6
41.79436793,-87.620985192,10
41.794383099,-87.703438183,20
41.794390798,-87.619364041,8
41.7943933,-87.647245664,6
41.794406612,-87.583931489,13
41.794424835,-87.582519409,11
41.794428693,-87.672952324,7
41.794455672,-87.616121522,28
41.794462581,-87.770558224,9
41.794509508,-87.633301738,11
41.794526283,-87.674176168,8
41.794530106,-87.632179351,7
41.794533814,-87.631438536,33
41.794550947,-87.662319848,13
41.794553894,-87.580434936,7
41.794558768,-87.631929669,22
41.794583892,-87.629307346,6
41.794591289,-87.723198732,11
41.794637685,-87.632269859,6
41.794643399,-87.631408003,16
41.794668338,-87.630549605,8
41.794670403,-87.631785431,17
41.794672085,-87.623570871,17
41.794678414,-87.623262756,8
41.794759204,-87.585397931,8
41.794766069,-87.618369729,7
41.794768699,-87.68106805,10
41.794769654,-87.666890584,6
41.794791534,-87.622916789,11
41.794828373,-87.580442725,29
41.794836912,-87.620495926,6
41.794846672,-87.619857722,12
41.794847241,-87.619949397,9
41.794877366,-87.60636936,9
41.794907923,-87.6164722,10
41.794957118,-87.72335662,12
41.795026504,-87.663396721,6
41.795103559,-87.587711615,7
41.795156592,-87.620712418,15
41.795183416,-87.580599928,6
41.795190552,-87.588007653,23
41.795191456,-87.588146997,7
41.795211551,-87.662188272,6
41.79524894,-87.66792005,10
41.795254825,-87.765365801,6
41.795296382,-87.587823065,56
41.795298923,-87.586946565,7
41.795298999,-87.588226431,82
41.795362067,-87.702302751,9
41.795363865,-87.702130372,9
41.795364901,-87.67541444,7
41.795423115,-87.584103009,17
41.795526092,-87.589815387,6
41.795672498,-87.674498144,6
41.795760253,-87.65005855,7
41.795770264,-87.585576874,7
41.795824011,-87.659926508,8
41.795975401,-87.620875709,8
41.795991039,-87.630542489,37
41.795995607,-87.645350926,9
41.796016958,-87.759685769,36
41.796032531,-87.646017977,6
41.796085198,-87.723389931,7
41.796096936,-87.625887544,11
41.796097693,-87.763777754,20
41.796121077,-87.582561955,7
41.796123736,-87.642921809,6
41.796150799,-87.759559887,7
41.796163874,-87.683679687,7
41.796194983,-87.723392558,33
41.796216157,-87.723245665,10
41.796234456,-87.630407807,133
41.796277815,-87.6647956,18
41.796298911,-87.703492769,9
41.79631327,-87.580898427,12
41.796356753,-87.651148738,8
41.79639731,-87.723251281,17
41.796520308,-87.757172832,8
41.796557071,-87.63290539,6
41.796595743,-87.662371865,6
41.796611527,-87.742711746,7
41.796752162,-87.723409279,65
41.796766352,-87.605214809,6
41.796790197,-87.664658251,9
41.79679142,-87.616179828,12
41.796818207,-87.683405363,11
41.796860837,-87.66359399,6
41.796880353,-87.648748416,7
41.796890794,-87.602770958,7
41.797094245,-87.753430657,7
41.797118434,-87.703807472,7
41.797124271,-87.668314793,6
41.797130687,-87.735379603,6
41.797142846,-87.621057148,6
41.797286045,-87.659812184,12
41.797294709,-87.619438163,13
41.797414808,-87.584002797,13
41.797415003,-87.587406103,8
41.797430031,-87.663316678,8
41.797541119,-87.669689416,12
41.797542312,-87.668471835,40
41.797553522,-87.632051044,12
41.797574674,-87.619446058,6
41.797578783,-87.664826087,15
41.797641257,-87.756333962,6
41.79764647,-87.659969774,19
41.79771663,-87.655102424,6
41.797745447,-87.585469563,8
41.797750038,-87.701384482,7
41.797777177,-87.669697982,7
41.797832643,-87.61768285,8
41.797862762,-87.601124265,8
41.797868316,-87.617682453,6
41.797870025,-87.606155837,15
41.797871163,-87.644179305,6
41.797894866,-87.617539129,6
41.797898555,-87.62078106,16
41.797936811,-87.606301777,15
41.797947355,-87.669703561,6
41.79798376,-87.723298581,14
41.797990027,-87.723445217,14
41.798007397,-87.617541545,7
41.798027722,-87.602464654,8
41.798117918,-87.676460832,7
41.79811838,-87.67654151,6
41.798220441,-87.671849847,6
41.798251229,-87.653618819,6
41.798294035,-87.654824947,6
41.798300191,-87.749334276,6
41.798327418,-87.632952126,7
41.7983432,-87.744320515,6
41.798369638,-87.616220911,6
41.798374634,-87.665771345,6
41.798414583,-87.593449415,6
41.798424307,-87.797900948,8
41.798452926,-87.674579689,6
41.798472058,-87.625656047,18
41.7985033,-87.723462355,9
41.798519624,-87.606463891,9
41.798550794,-87.616226226,11
41.798556352,-87.743075302,7
41.798562161,-87.616728537,11
41.798569683,-87.743533609,17
41.798733951,-87.674294417,8
41.798740248,-87.743080949,7
41.798741929,-87.62580711,17
41.798879058,-87.585504059,7
41.798893734,-87.585650587,19
41.798894835,-87.6745935,8
41.798897018,-87.703859747,6
41.798904876,-87.627760067,30
41.798954417,-87.589078944,9
41.798972173,-87.669436266,7
41.798977312,-87.591770586,6
41.799012251,-87.72318247,7
41.799030006,-87.585505972,8
41.799042077,-87.616235419,8
41.799058715,-87.589081404,7
41.799123774,-87.587265261,8
41.799130029,-87.69043454,6
41.799204348,-87.584044296,25
41.799281204,-87.661228941,6
41.799323177,-87.723337222,6
41.799342386,-87.72333704,6
41.799362619,-87.583906755,19
41.799404231,-87.73299294,6
41.799449896,-87.59058421,9
41.799462885,-87.596008257,12
41.799468627,-87.58923803,12
41.799484383,-87.657504322,6
41.799487229,-87.593818494,8
41.799490663,-87.593499384,43
41.799520795,-87.723342683,6
41.799525433,-87.6551567,7
41.799540004,-87.723342501,7
41.79955133,-87.669455961,7
41.799569779,-87.651521753,7
41.799574981,-87.59551553,30
41.799592827,-87.657745237,7
41.799601445,-87.593230383,6
41.79960625,-87.592698543,10
41.799621264,-87.617578597,6
41.799630039,-87.590857191,19
41.799655117,-87.588795774,7
41.799665516,-87.587860445,16
41.799701947,-87.7233483,7
41.799702014,-87.585032387,11
41.799751661,-87.584228629,8
41.799787301,-87.650257827,8
41.799808989,-87.723350952,12
41.799835467,-87.604076149,18
41.799878717,-87.739274627,6
41.799881969,-87.743099812,7
41.799911401,-87.742952841,8
41.799965942,-87.675697454,8
41.799978827,-87.606344711,10
41.800022036,-87.621127955,10
41.800057666,-87.617588411,6
41.800082363,-87.62779116,19
41.800115315,-87.617591437,9
41.800136399,-87.723509219,33
41.800199141,-87.607768885,6
41.800315997,-87.585762416,15
41.8003393,-87.60649834,8
41.80036463,-87.703753695,7
41.800376196,-87.593364502,8
41.800383458,-87.670987736,6
41.80041184,-87.604087952,6
41.800455673,-87.587407515,14
41.800482877,-87.732495088,6
41.800526146,-87.723520193,32
41.800545332,-87.622761551,6
41.800624658,-87.668561003,16
41.80062644,-87.590467932,15
41.800654301,-87.641512518,6
41.80066446,-87.587441769,10
41.800709473,-87.585922883,6
41.800724996,-87.70391154,37
41.8007343,-87.669487761,6
41.800741924,-87.589230634,6
41.800853589,-87.601486313,8
41.800863342,-87.664766276,8
41.800881053,-87.627808072,82
41.800899584,-87.591968476,6
41.800915587,-87.590622297,24
41.800921507,-87.727704811,13
41.800931289,-87.589232111,9
41.800940177,-87.587640287,9
41.800943391,-87.656410727,32
41.801010553,-87.698950186,7
41.801054349,-87.596829886,8
41.801079686,-87.683820749,18
41.801122347,-87.674445988,7
41.801122976,-87.703922316,188
41.801126322,-87.60380845,16
41.801141301,-87.685012091,19
41.801150088,-87.619384368,6
41.80115116,-87.671342921,6
41.801180627,-87.669791231,10
41.801181244,-87.689185397,6
41.801183917,-87.67465441,14
41.801223761,-87.664923903,12
41.801227542,-87.664630457,6
41.801246779,-87.685223747,15
41.801256237,-87.662491957,8
41.801307936,-87.584690956,7
41.801348076,-87.726373124,14
41.801355133,-87.645341277,14
41.801356145,-87.655203413,14
41.801370947,-87.653992953,9
41.801394706,-87.70393066,18
41.801396914,-87.606233324,6
41.80143619,-87.664173506,6
41.80146289,-87.616292783,6
41.801501551,-87.584923428,9
41.801513039,-87.617733588,7
41.801515905,-87.658099132,6
41.801517,-87.588990609,10
41.80152523,-87.742989374,7
41.801537166,-87.645493369,18
41.801538153,-87.64519995,39
41.801538809,-87.616145232,23
41.801545193,-87.743135895,9
41.801546617,-87.724478766,20
41.801573729,-87.653943132,10
41.801609105,-87.617736187,7
41.801634875,-87.616147829,8
41.801656638,-87.668583344,6
41.80166918,-87.703938976,11
41.801692642,-87.742991505,8
41.80169498,-87.632556029,17
41.80171934,-87.630703621,33
41.801737322,-87.616293391,41
41.801740199,-87.630076232,9
41.801777748,-87.662508523,6
41.801799861,-87.630856781,7
41.801809043,-87.630563272,71
41.801820311,-87.593461583,11
41.801868739,-87.703797654,6
41.801888287,-87.626036566,9
41.801891003,-87.62247528,8
41.801895721,-87.62279431,7
41.801929588,-87.621172848,8
41.80194107,-87.619485616,10
41.801946097,-87.58914335,10
41.80194684,-87.619089449,6
41.801952564,-87.618685947,6
41.801953066,-87.618766629,8
41.801954806,-87.618605234,8
41.801955201,-87.619551476,15
41.801968515,-87.593463546,6
41.801983306,-87.617893399,9
41.801983471,-87.587712546,12
41.802007569,-87.622242931,6
41.8020092,-87.622063199,18
41.802022592,-87.616271872,29
41.802031713,-87.59049938,6
41.802047543,-87.611929125,16
41.8020557,-87.743149549,14
41.802059681,-87.742856101,14
41.802064797,-87.618640688,9
41.802065071,-87.618684697,6
41.802101704,-87.587747851,37
41.802113313,-87.668303552,12
41.802115448,-87.58775136,8
41.802132606,-87.613677631,20
41.802137533,-87.58650411,10
41.802141726,-87.625747703,6
41.80215809,-87.612052585,11
41.802162452,-87.619340121,34
41.802184021,-87.748385767,13
41.802219483,-87.606554112,9
41.802229055,-87.723276653,8
41.802236159,-87.613999224,63
41.802245087,-87.626043645,6
41.802264491,-87.674536981,6
41.802298752,-87.609982459,7
41.802319991,-87.608562843,7
41.802341879,-87.672243909,19
41.802344017,-87.667387922,6
41.802344735,-87.615123976,6
41.802357073,-87.647223064,9
41.802358417,-87.588401383,26
41.802364894,-87.646694839,6
41.802365134,-87.723579778,6
41.802377658,-87.587983049,10
41.802386192,-87.586761625,16
41.80240295,-87.654018728,8
41.802413509,-87.592677218,9
41.802415236,-87.592519489,16
41.802425216,-87.59151444,6
41.80245432,-87.684261656,7
41.802499513,-87.586041451,10
