Block,CrimeCount
061XX S LANGLEY AV,28
061XX S LANGLEY AVE,15
061XX S LAWNDALE AV,1
061XX S LAWNDALE AVE,1
061XX S LOOMIS BL,2
061XX S LOOMIS BLVD,3
061XX S LOOMIS ST,10
061XX S M L KING JR DR,2
061XX S MAJOR AV,12
061XX S MAJOR AVE,7
061XX S MAPLEWOOD AV,22
061XX S MAPLEWOOD AVE,15
061XX S MARSHFIELD AV,34
061XX S MARSHFIELD AVE,5
061XX S MASON AV,4
061XX S MASON AVE,4
061XX S MASSASOIT AV,9
061XX S MASSASOIT AVE,5
061XX S MAY ST,35
061XX S MAYFIELD AV,4
061XX S MAYFIELD AVE,2
061XX S MC VICKER AV,1
061XX S MC VICKER AVE,4
061XX S MCVICKER AV,2
061XX S MEADE AV,3
061XX S MEADE AVE,2
061XX S MELVINA AV,8
061XX S MELVINA AVE,9
061XX S MENARD AV,6
061XX S MENARD AVE,7
061XX S MICHIGAN AV,28
061XX S MICHIGAN AVE,21
061XX S MONITOR AV,8
061XX S MONITOR AVE,2
061XX S MOODY AV,2
061XX S MOODY AVE,2
061XX S MORGAN ST,34
061XX S MOZART ST,35
061XX S MULLIGAN AV,1
061XX S NAGLE AV,11
061XX S NARRAGANSETT AV,6
061XX S NARRAGANSETT AVE,5
061XX S NASHVILLE AV,1
061XX S NASHVILLE AVE,3
061XX S NATCHEZ AV,3
061XX S NATCHEZ AVE,1
061XX S NATOMA AV,2
061XX S NATOMA AVE,2
061XX S NEENAH AV,4
061XX S NEW ENGLAND AVE,1
061XX S NORMAL AV,4
061XX S NORMAL BL,7
061XX S NORMAL BLVD,9
061XX S NORMANDY AV,4
061XX S NORMANDY AVE,1
061XX S NOTTINGHAM AV,4
061XX S OAK PARK AV,8
061XX S OAK PARK AVE,3
061XX S OAKLEY AV,3
061XX S PARKSIDE AV,14
061XX S PARKSIDE AVE,11
061XX S PAULINA ST,11
061XX S PEORIA ST,32
061XX S PRAIRIE AV,15
061XX S PRAIRIE AVE,15
061XX S PRINCETON AV,3
061XX S PRINCETON AVE,2
061XX S PULASKI RD,28
061XX S RACINE AV,74
061XX S RACINE AVE,12
061XX S RHODES AV,40
061XX S RHODES AVE,9
061XX S RICHMOND ST,33
061XX S ROCKWELL ST,34
061XX S RUTHERFORD AV,4
061XX S RUTHERFORD AVE,5
061XX S SACRAMENTO AV,30
061XX S SACRAMENTO AVE,18
061XX S SANGAMON ST,14
061XX S SAYRE AV,1
061XX S SEELEY AV,5
061XX S SEELEY AVE,3
061XX S SPAULDING AV,10
061XX S SPAULDING AVE,1
061XX S SPRINGFIELD AV,1
061XX S SPRINGFIELD AVE,1
061XX S ST LAWRENCE AV,30
061XX S ST LAWRENCE AVE,11
061XX S ST LOUIS AV,1
061XX S ST LOUIS AVE,3
061XX S STATE ST,4
061XX S STEWART AV,6
061XX S STEWART AVE,3
061XX S STONY ISLAND AV,3
061XX S STONY ISLAND AVE,3
061XX S TALMAN AV,34
061XX S TALMAN AVE,3
061XX S THROOP ST,43
061XX S TRIPP AV,3
061XX S TRIPP AVE,1
061XX S TROY ST,25
061XX S UNION AV,8
061XX S UNIVERSITY AV,23
061XX S UNIVERSITY AVE,15
061XX S University Ave,1
061XX S VERNON AV,44
061XX S VERNON AVE,32
061XX S WABASH AV,14
061XX S WABASH AVE,34
061XX S WALLACE ST,4
061XX S WASHTENAW AV,28
061XX S WASHTENAW AVE,10
061XX S WENTWORTH AV,1
061XX S WENTWORTH AVE,1
061XX S WESTERN AV,172
061XX S WESTERN AVE,9
061XX S WHIPPLE ST,63
061XX S WINCHESTER AV,10
061XX S WINCHESTER AVE,7
061XX S WOLCOTT AV,36
061XX S WOLCOTT AVE,12
061XX S WOOD ST,44
061XX S WOODLAWN AV,49
061XX S WOODLAWN AVE,22
061XX W 52ND ST,1
061XX W 54 ST,1
061XX W 54TH ST,1
061XX W 55 ST,6
061XX W 55TH ST,3
061XX W 57TH ST,1
061XX W 59 ST,1
061XX W 59TH ST,2
061XX W 60 ST,3
061XX W 60TH ST,1
061XX W 61 ST,1
061XX W 62 ST,1
061XX W 62ND ST,1
061XX W 63 PL,5
061XX W 63 ST,5
061XX W 63RD PL,3
061XX W 63RD ST,6
061XX W 64 PL,18
061XX W 64 ST,12
061XX W 64TH PL,11
061XX W 64TH ST,6
061XX W ADDISON ST,28
061XX W BARRY AV,2
061XX W BARRY AVE,6
061XX W BELMONT AV,10
061XX W BELMONT AVE,3
061XX W BERENICE AV,2
061XX W BERENICE AVE,7
061XX W BERTEAU AVE,1
061XX W BLOOMINGDALE AV,2
061XX W BLOOMINGDALE AVE,2
061XX W BRYN MAWR AVE,1
061XX W BYRON ST,7
061XX W CORNELIA AV,2
061XX W CORNELIA AVE,1
061XX W DAKIN ST,4
061XX W DICKENS AV,9
061XX W DICKENS AVE,4
061XX W DIVERSEY AV,6
061XX W DIVERSEY AVE,10
061XX W EASTWOOD AV,9
061XX W EASTWOOD AVE,2
061XX W EDDY ST,8
061XX W FLETCHER ST,5
061XX W FOSTER AV,1
061XX W FULLERTON AV,18
061XX W FULLERTON AVE,16
061XX W GEORGE ST,1
061XX W GIDDINGS ST,13
061XX W GRACE ST,6
061XX W GRAND AV,10
061XX W GRAND AVE,4
061XX W GUNNISON ST,11
061XX W HENDERSON ST,5
061XX W HIGGINS AV,9
061XX W HIGGINS AVE,2
061XX W IRVING PARK RD,12
061XX W LAWRENCE AV,1
061XX W LAWRENCE AVE,4
061XX W LELAND AV,2
061XX W LELAND AVE,3
061XX W MELROSE ST,13
061XX W MIAMI AV,1
061XX W MIAMI AVE,1
061XX W MONTROSE AV,16
061XX W MONTROSE AVE,4
061XX W NELSON ST,7
061XX W NEWPORT AV,3
061XX W NEWPORT AVE,6
061XX W NORTH AV,10
061XX W NORTH AVE,8
061XX W PATTERSON AV,2
061XX W PATTERSON AVE,1
061XX W PETERSON AV,1
061XX W PETERSON AVE,1
061XX W ROSCOE ST,7
061XX W ROSEDALE AV,2
061XX W SCHOOL ST,16
061XX W SCHUBERT AV,1
061XX W SEMINOLE ST,2
061XX W STRONG ST,1
061XX W THORNDALE AV,1
061XX W THORNDALE AVE,1
061XX W TOUHY AVE,1
061XX W WABANSIA AV,4
061XX W WARWICK AV,4
061XX W WARWICK AVE,4
061XX W WAVELAND AV,7
061XX W WAVELAND AVE,3
061XX W WELLINGTON AV,1
061XX W WELLINGTON AVE,1
061XX W WRIGHTWOOD AV,1
062XX N ALBANY AV,4
062XX N ALBANY AVE,5
062XX N ARTESIAN AV,25
062XX N ARTESIAN AVE,15
062XX N AVERS AV,5
062XX N AVERS AVE,2
062XX N AVONDALE AV,6
062XX N BELL AV,6
062XX N BELL AVE,3
062XX N BERNARD ST,4
062XX N BROADWAY,42
062XX N CALDWELL AV,4
062XX N CALDWELL AVE,2
062XX N CALIFORNIA AV,16
062XX N CALIFORNIA AVE,21
062XX N CAMPBELL AV,4
062XX N CAMPBELL AVE,3
062XX N CENTRAL AVE,1
062XX N CENTRAL PARK AV,1
062XX N CENTRAL PARK AVE,1
062XX N CICERO AV,7
062XX N CICERO AVE,10
062XX N CLAREMONT AV,21
062XX N CLAREMONT AVE,13
062XX N CLARK ST,35
062XX N DRAKE AVE,2
062XX N FAIRFIELD AV,8
062XX N FAIRFIELD AVE,7
062XX N FOREST GLEN AVE,2
062XX N FRANCISCO AV,18
062XX N FRANCISCO AVE,15
062XX N GLENWOOD AV,4
062XX N GLENWOOD AVE,5
062XX N GREENVIEW AV,2
062XX N GREENVIEW AVE,3
062XX N HAMLIN AV,13
062XX N HAMLIN AVE,2
062XX N HARDING AV,1
062XX N HARDING AVE,1
062XX N HARLEM AV,5
062XX N HARLEM AVE,1
062XX N HERMITAGE AV,7
062XX N HERMITAGE AVE,4
062XX N HIAWATHA AV,5
062XX N HIAWATHA AVE,4
062XX N HOYNE AV,35
062XX N HOYNE AVE,43
062XX N KARLOV AV,1
062XX N KARLOV AVE,2
062XX N KEATING AV,1
062XX N KEDVALE AVE,2
062XX N KEDZIE AV,5
062XX N KEDZIE AVE,2
062XX N KEELER AV,1
062XX N KEELER AVE,3
062XX N KENMORE AV,31
062XX N KENMORE AVE,47
062XX N KEYSTONE AVE,1
062XX N KILDARE AV,1
062XX N KILDARE AVE,2
062XX N KILPATRICK AV,1
062XX N KIMBALL AV,1
062XX N KIRKWOOD AVE,2
062XX N KNOX AV,1
062XX N KNOX AVE,2
062XX N KOSTNER AVE,1
062XX N Kenmore Ave,1
062XX N LA CROSSE AVE,3
062XX N LAKEWOOD AV,2
062XX N LAKEWOOD AVE,6
062XX N LAWNDALE AV,2
062XX N LAWNDALE AVE,2
062XX N LE MAI AVE,3
062XX N LEADER AVE,1
062XX N LEAVITT ST,11
062XX N LEGETT AV,7
062XX N LEMAI AV,1
062XX N LEMONT AV,3
062XX N LEMONT AVE,1
062XX N LENOX AV,1
062XX N LEONA AV,1
062XX N LEONA AVE,1
062XX N LEROY AV,1
062XX N LEROY AVE,1
062XX N LINCOLN AV,145
062XX N LINCOLN AVE,36
062XX N LOUISE AVE,1
062XX N LOWELL AVE,2
062XX N MAGNOLIA AV,6
062XX N MAGNOLIA AVE,8
062XX N MANDELL AVE,1
062XX N MAPLEWOOD AV,1
062XX N MAPLEWOOD AVE,2
062XX N MC CLELLAN AVE,1
062XX N MC CORMICK RD,27
062XX N MCCORMICK RD,6
062XX N MEADE AVE,2
062XX N MILWAUKEE AV,8
062XX N MILWAUKEE AVE,2
062XX N MONTICELLO AV,2
062XX N MONTICELLO AVE,2
062XX N MOODY AVE,1
062XX N MOZART ST,25
062XX N Melvina Ave,1
062XX N NAGLE AV,3
062XX N NAGLE AVE,2
062XX N NAPER AV,2
062XX N NEENAH AVE,1
062XX N NEVA AVE,2
062XX N NEWARK AVE,1
062XX N NEWCASTLE AV,1
062XX N NIAGARA AV,1
062XX N NIAGARA AVE,1
062XX N NORDICA AV,3
062XX N NORDICA AVE,5
062XX N NORMANDY AV,1
062XX N NORMANDY AVE,3
062XX N NORTHWEST HW,3
062XX N NORTHWEST HWY,9
062XX N OAK PARK AV,2
062XX N OAKLEY AV,12
062XX N OAKLEY AVE,5
062XX N OLCOTT AV,3
062XX N OLCOTT AVE,4
062XX N ORIOLE AV,1
062XX N OVERHILL AVE,1
062XX N PAULINA ST,9
062XX N PULASKI RD,6
062XX N RAVENSWOOD AV,9
062XX N RAVENSWOOD AVE,2
062XX N RICHMOND ST,11
062XX N RIDGE AV,4
062XX N RIDGE AVE,5
062XX N RIDGEWAY AV,2
062XX N RIDGEWAY AVE,1
062XX N ROCKWELL ST,12
062XX N SACRAMENTO AV,4
062XX N SACRAMENTO AVE,8
062XX N SAUGANASH AVE,1
062XX N SAYRE AV,8
062XX N SAYRE AVE,4
062XX N SHERIDAN RD,17
062XX N SPRINGFIELD AV,2
062XX N SPRINGFIELD AVE,3
062XX N ST LOUIS AV,1
062XX N ST LOUIS AVE,5
062XX N TALMAN AV,7
062XX N TALMAN AVE,9
062XX N TRIPP AV,2
062XX N TRIPP AVE,1
062XX N TROY ST,6
062XX N WASHTENAW AV,16
062XX N WASHTENAW AVE,8
062XX N WAYNE AV,6
062XX N WAYNE AVE,7
062XX N WESTERN AV,24
062XX N WESTERN AVE,16
062XX N WHIPPLE ST,11
062XX N WINCHESTER AV,1
062XX N WINTHROP AV,38
062XX N WINTHROP AVE,22
062XX N western ave,1
062XX S ABERDEEN ST,12
062XX S ADA ST,10
062XX S ALBANY AV,28
062XX S ALBANY AVE,9
062XX S ARCHER AV,30
062XX S ARCHER AVE,3
062XX S ARTESIAN AV,45
062XX S ARTESIAN AVE,24
062XX S ASHLAND AV,84
062XX S ASHLAND AVE,26
062XX S AUSTIN AV,4
062XX S AUSTIN AVE,3
062XX S BISHOP ST,22
062XX S CALIFORNIA AV,20
062XX S CALIFORNIA AVE,9
062XX S CALUMET AV,130
062XX S CALUMET AVE,1
062XX S CAMPBELL AV,33
062XX S CAMPBELL AVE,26
062XX S CARPENTER ST,27
062XX S CENTRAL AV,5
062XX S CENTRAL AVE,3
062XX S CHAMPLAIN AV,25
062XX S CHAMPLAIN AVE,14
062XX S CICERO AV,2
062XX S CICERO AVE,1
062XX S CLAREMONT AV,16
062XX S CLAREMONT AVE,12
062XX S COTTAGE GROVE,51
062XX S COTTAGE GROVE AV,72
062XX S COTTAGE GROVE AVE,32
062XX S Central Ave,1
062XX S DAMEN AV,24
062XX S DAMEN AVE,2
062XX S DORCHESTER AV,12
062XX S DORCHESTER AVE,22
062XX S DR MARTIN LUTHER KING JR DR,50
062XX S DR MARTN LUTHR KING JR DR,81
062XX S DREXEL AV,20
062XX S DREXEL AVE,18
062XX S EBERHART AV,37
062XX S EBERHART AVE,33
062XX S ELIZABETH ST,8
062XX S ELLIS AV,9
062XX S ELLIS AVE,4
062XX S EMERALD AV,10
062XX S EMERALD DR,7
062XX S EVANS AV,25
062XX S EVANS AVE,13
062XX S FAIRFIELD AV,14
062XX S FAIRFIELD AVE,13
062XX S FRANCISCO AV,18
062XX S FRANCISCO AVE,9
062XX S GREEN ST,3
062XX S GREENWOOD AV,15
062XX S GREENWOOD AVE,4
062XX S HALSTED PW,2
062XX S HALSTED ST,80
062XX S HAMILTON AV,2
062XX S HAMLIN AV,55
062XX S HAMLIN AVE,12
062XX S HARLEM AVE,2
062XX S HARPER AV,7
062XX S HERMITAGE AV,15
062XX S HERMITAGE AVE,8
062XX S HOMAN AV,6
062XX S HOMAN AVE,1
062XX S HONORE ST,39
062XX S HOYNE AV,8
062XX S HOYNE AVE,7
062XX S INDIANA AV,7
062XX S INDIANA AVE,38
062XX S INGLESIDE AV,7
062XX S INGLESIDE AVE,2
062XX S JUSTINE ST,26
062XX S KARLOV AV,6
062XX S KARLOV AVE,3
062XX S KEATING AV,2
062XX S KEATING AVE,1
062XX S KEDVALE AV,1
062XX S KEDVALE AVE,6
062XX S KEDZIE AV,41
062XX S KEDZIE AVE,34
062XX S KEELER AV,7
062XX S KEELER AVE,5
062XX S KENNETH AV,2
062XX S KENNETH AVE,12
062XX S KENWOOD AV,5
062XX S KENWOOD AVE,9
062XX S KILBOURN AV,5
062XX S KILBOURN AVE,5
062XX S KILDARE AV,6
062XX S KILDARE AVE,8
062XX S KILPATRICK AV,16
062XX S KILPATRICK AVE,5
062XX S KIMBARK AV,34
062XX S KIMBARK AVE,17
062XX S KING DR,156
062XX S KNOX AV,12
062XX S KNOX AVE,6
062XX S KOLIN AV,3
062XX S KOLIN AVE,5
062XX S KOLMAR AV,5
062XX S KOLMAR AVE,4
062XX S KOMENSKY AV,7
062XX S KOMENSKY AVE,4
062XX S KOSTNER AV,1
062XX S KOSTNER AVE,5
062XX S LAFLIN ST,31
062XX S LAKE SHORE DR,14
062XX S LANGLEY AV,24
062XX S LANGLEY AVE,19
062XX S LARAMIE AVE,1
062XX S LAWNDALE AV,3
062XX S LAWNDALE AVE,1
062XX S LOOMIS BL,3
062XX S LOOMIS BLVD,3
062XX S LOOMIS ST,8
062XX S M L KING JR DR,3
062XX S MAJOR AV,4
062XX S MAJOR AVE,10
062XX S MAPLEWOOD AV,15
062XX S MAPLEWOOD AVE,11
062XX S MARSHFIELD AV,38
062XX S MARSHFIELD AVE,5
062XX S MASON AV,7
062XX S MASON AVE,5
062XX S MASSASOIT AV,6
062XX S MASSASOIT AVE,12
062XX S MAY ST,24
062XX S MAYFIELD AV,9
062XX S MAYFIELD AVE,5
062XX S MC VICKER AVE,3
062XX S MCVICKER AV,2
062XX S MEADE AV,1
062XX S MELVINA AV,2
062XX S MELVINA AVE,4
062XX S MENARD AV,5
062XX S MENARD AVE,2
062XX S MERRIMAC AV,1
062XX S MICHIGAN AV,88
062XX S MICHIGAN AVE,93
062XX S MONITOR AV,1
062XX S MONITOR AVE,2
062XX S MOODY AV,3
062XX S MOODY AVE,1
062XX S MORGAN ST,23
062XX S MOZART ST,48
062XX S MULLIGAN AVE,3
062XX S Meade Ave,1
062XX S NAGLE AV,7
062XX S NAGLE AVE,4
062XX S NARRAGANSETT AV,3
062XX S NARRAGANSETT AVE,4
062XX S NASHVILLE AV,3
062XX S NASHVILLE AVE,4
062XX S NATCHEZ AV,2
062XX S NATOMA AV,1
062XX S NEENAH AV,3
062XX S NEENAH AVE,1
062XX S NEW ENGLAND AV,2
062XX S NEW ENGLAND AVE,1
062XX S NEWLAND AV,2
062XX S NEWLAND AVE,2
062XX S NORMAL AV,2
062XX S NORMAL BL,5
062XX S NORMAL BLVD,7
062XX S NORMANDY AV,8
062XX S NORMANDY AVE,3
062XX S OAK PARK AV,2
062XX S OAK PARK AVE,3
062XX S OAKLEY AV,10
062XX S OAKLEY AVE,1
062XX S PARK SHORE EAST,6
062XX S PARK SHORE EAST CT,31
062XX S PARKSIDE AV,12
062XX S PARKSIDE AVE,3
062XX S PAULINA ST,26
062XX S PRAIRIE AV,7
062XX S PRAIRIE AVE,4
062XX S PRINCETON AV,6
062XX S PRINCETON AVE,6
062XX S PULASKI RD,23
062XX S RACINE AV,29
062XX S RACINE AVE,11
062XX S RHODES AV,53
062XX S RHODES AVE,19
062XX S RICHMOND ST,41
062XX S RICHMOND STREET,1
062XX S ROCKWELL ST,44
062XX S RUTHERFORD AV,7
062XX S RUTHERFORD AVE,1
062XX S SACRAMENTO AV,35
062XX S SACRAMENTO AVE,12
062XX S SANGAMON ST,27
062XX S SAYRE AVE,2
062XX S SEELEY AV,16
062XX S SEELEY AVE,5
062XX S SPAULDING AV,10
062XX S SPAULDING AVE,22
062XX S SPRINGFIELD AV,3
062XX S ST LAWRENCE AV,65
062XX S ST LAWRENCE AVE,14
062XX S ST LOUIS AV,5
062XX S ST LOUIS AVE,6
062XX S STATE ST,5
062XX S STEWART AV,27
062XX S STEWART AVE,5
062XX S STONY ISLAND AV,52
062XX S STONY ISLAND AVE,52
062XX S TALMAN AV,26
062XX S TALMAN AVE,7
062XX S THROOP ST,15
062XX S TRIPP AV,2
062XX S TRIPP AVE,11
062XX S TROY ST,22
062XX S UNION AV,2
062XX S UNION AVE,2
062XX S UNIVERSITY AV,36
062XX S UNIVERSITY AVE,10
062XX S VERNON AV,48
062XX S VERNON AVE,15
062XX S WABASH AV,11
062XX S WABASH AVE,6
062XX S WASHTENAW AV,13
062XX S WASHTENAW AVE,10
062XX S WELLS ST,1
062XX S WENTWORTH AV,4
062XX S WESTERN AV,90
062XX S WESTERN AVE,25
062XX S WHIPPLE ST,49
062XX S WINCHESTER AV,32
062XX S WINCHESTER AVE,4
062XX S WOLCOTT AV,19
062XX S WOLCOTT AVE,3
062XX S WOOD ST,33
062XX S WOODLAWN AV,12
062XX S WOODLAWN AVE,8
062XX S YALE AVE,4
062XX W 55 ST,1
062XX W 55TH ST,3
062XX W 56TH ST,1
062XX W 58 ST,1
062XX W 59 ST,5
062XX W 60 ST,1
062XX W 61 ST,1
062XX W 61ST ST,2
062XX W 62 ST,6
062XX W 62ND ST,5
062XX W 63 PL,1
062XX W 63 ST,14
062XX W 63RD PL,8
062XX W 63RD ST,5
062XX W 64 PL,10
062XX W 64 ST,3
062XX W 64TH PL,7
062XX W 64TH ST,1
062XX W 65 ST,2
062XX W 65TH ST,2
062XX W ADDISON ST,15
062XX W ARDMORE AVE,1
062XX W BALMORAL AV,1
062XX W BALMORAL AVE,1
062XX W BARRY AV,3
062XX W BARRY AVE,3
062XX W BELMONT AV,7
062XX W BELMONT AVE,10
062XX W BERENICE AV,7
062XX W BERENICE AVE,2
062XX W BERTEAU AV,3
062XX W BERTEAU AVE,2
062XX W BERWYN AV,1
062XX W BLOOMINGDALE AV,5
062XX W BLOOMINGDALE AVE,5
062XX W BRYN MAWR AV,1
062XX W BYRON ST,6
062XX W CARMEN AV,1
062XX W CATALPA AV,3
062XX W CORNELIA AV,12
062XX W CORNELIA AVE,3
062XX W CORTLAND ST,1
062XX W CUYLER AV,4
062XX W CUYLER AVE,1
062XX W DEVON AV,4
062XX W DEVON AVE,2
062XX W DICKENS AV,2
062XX W DICKENS AVE,1
062XX W DIVERSEY AV,11
062XX W DIVERSEY AVE,13
062XX W EDDY ST,10
062XX W ESTES AVE,1
062XX W FLETCHER ST,8
062XX W FULLERTON AV,5
062XX W FULLERTON AVE,3
062XX W GEORGE ST,3
062XX W GIDDINGS ST,1
062XX W GRACE ST,10
062XX W GRAND AV,16
062XX W GRAND AVE,9
062XX W GUNNISON ST,6
062XX W HENDERSON ST,3
062XX W HIGGINS AV,2
062XX W HOLBROOK ST,11
062XX W HYACINTH ST,2
062XX W IRVING PARK RD,9
062XX W JOYCE LN,1
062XX W LAWRENCE AV,4
062XX W LAWRENCE AVE,1
062XX W MELROSE ST,7
062XX W MONTROSE AV,6
062XX W MONTROSE AVE,2
062XX W NEWPORT AV,7
062XX W NEWPORT AVE,4
062XX W NORTH AV,13
062XX W NORTH AVE,13
062XX W NORWOOD ST,3
062XX W PALMER ST,1
062XX W PATTERSON AV,4
062XX W PATTERSON AVE,4
062XX W PETERSON AV,1
062XX W PETERSON AVE,1
062XX W RAVEN ST,2
062XX W ROSCOE ST,7
062XX W ROSEDALE AV,1
062XX W SCHOOL ST,5
062XX W SCHUBERT AV,1
062XX W STRONG ST,1
062XX W SUNNYSIDE AV,1
062XX W TOUHY AV,2
062XX W TOUHY AVE,1
062XX W WABANSIA AV,7
062XX W WABANSIA AVE,11
062XX W WARWICK AV,6
062XX W WARWICK AVE,4
062XX W WAVELAND AV,4
062XX W WAVELAND AVE,5
062XX W WELLINGTON AVE,1
062XX W WRIGHTWOOD AV,2
062XX W WRIGHTWOOD AVE,3
063XX N ALBANY AV,10
063XX N ALBANY AVE,13
063XX N ARTESIAN AV,14
063XX N ARTESIAN AVE,17
063XX N AVERS AVE,2
063XX N AVONDALE AV,7
063XX N AVONDALE AVE,1
063XX N BELL AV,17
063XX N BELL AVE,4
063XX N BROADWAY,44
063XX N CALIFORNIA AV,8
063XX N CALIFORNIA AVE,6
063XX N CAMPBELL AV,13
063XX N CAMPBELL AVE,3
063XX N CANFIELD AVE,1
063XX N CENTRAL AV,2
063XX N CENTRAL AVE,2
063XX N CICERO AV,4
063XX N CICERO AVE,4
063XX N CLAREMONT AV,19
063XX N CLAREMONT AVE,7
063XX N CLARK ST,55
063XX N Clark St,1
063XX N DRAKE AVE,2
063XX N FAIRFIELD AV,15
063XX N FAIRFIELD AVE,5
063XX N FRANCISCO AV,13
063XX N FRANCISCO AVE,7
063XX N Francisco Ave,1
063XX N GLENWOOD AV,8
063XX N GLENWOOD AVE,2
063XX N GREENVIEW AV,3
063XX N GREENVIEW AVE,1
063XX N HAMLIN AVE,5
063XX N HARLEM AV,1
063XX N HERMITAGE AV,12
063XX N HERMITAGE AVE,6
063XX N HIAWATHA AVE,1
063XX N HOYNE AV,6
063XX N HOYNE AVE,6
063XX N INDIAN RD,1
063XX N IONIA AVE,1
063XX N KARLOV AV,2
063XX N KARLOV AVE,5
063XX N KEATING AVE,1
063XX N KEDZIE AV,4
063XX N KEDZIE AVE,4
063XX N KENMORE AV,7
063XX N KENMORE AVE,2
063XX N KEYSTONE AV,2
063XX N KILDARE AV,4
063XX N KILDARE AVE,1
063XX N KILPATRICK AV,2
063XX N KILPATRICK AVE,1
063XX N KIRKWOOD AV,1
063XX N KNOX AV,1
063XX N KNOX AVE,1
063XX N KOLMAR AV,1
063XX N KOSTNER AV,1
063XX N LAKEWOOD AV,11
063XX N LAKEWOOD AVE,14
063XX N LAWNDALE AVE,1
063XX N LEAVITT ST,4
063XX N LEMAI AV,2
063XX N LENOX AV,1
063XX N LENOX AVE,1
063XX N LEONA AV,3
063XX N LEONA AVE,1
063XX N LEROY AVE,1
063XX N LINCOLN AV,13
063XX N LINCOLN AVE,4
063XX N LOUISE AVE,1
063XX N LOWELL AV,1
063XX N LOWELL AVE,1
063XX N MAGNOLIA AV,10
063XX N MAGNOLIA AVE,5
063XX N MANNHEIM RD,1
063XX N MAPLEWOOD AV,3
063XX N MAPLEWOOD AVE,10
063XX N MC CORMICK RD,33
063XX N MCCORMICK RD,3
063XX N MELVINA AV,1
063XX N MELVINA AVE,3
063XX N MERRIMAC AV,3
063XX N MERRIMAC AVE,2
063XX N MILWAUKEE AV,15
063XX N MILWAUKEE AVE,7
063XX N MINNEHAHA AV,3
063XX N MINNEHAHA AVE,1
063XX N MOBILE AVE,2
063XX N MONTICELLO AV,1
063XX N MONTICELLO AVE,1
063XX N MOZART ST,24
063XX N NAGLE AV,46
063XX N NAGLE AVE,7
063XX N NATOMA AV,4
063XX N NATOMA AVE,1
063XX N NAVAJO AV,3
063XX N NAVAJO AVE,1
063XX N NEENAH AVE,1
063XX N NEWCASTLE AV,3
063XX N NEWCASTLE AVE,1
063XX N NOKOMIS AVE,2
063XX N NORDICA AV,1
063XX N NORDICA AVE,1
063XX N NORMANDY AV,2
063XX N NORMANDY AVE,2
063XX N NORTHWEST HW,5
063XX N NORTHWEST HWY,4
063XX N Neenah Ave,1
063XX N OAK PARK AV,1
063XX N OAKLEY AV,15
063XX N OAKLEY AVE,12
063XX N ODELL AVE,1
063XX N OLCOTT AVE,1
063XX N PAULINA ST,12
063XX N PULASKI RD,7
063XX N RAVENSWOOD AV,3
063XX N RAVENSWOOD AVE,4
063XX N RICHMOND ST,9
063XX N RIDGE AV,18
063XX N RIDGE AVE,8
063XX N RIDGEWAY AV,5
063XX N RIDGEWAY AVE,3
063XX N ROCKWELL ST,23
063XX N SACRAMENTO AV,7
063XX N SACRAMENTO AVE,3
063XX N SAYRE AV,2
063XX N SAYRE AVE,3
063XX N SEELEY AV,1
063XX N SHERIDAN RD,49
063XX N SPOKANE AV,1
063XX N SPOKANE AVE,2
063XX N SPRINGFIELD AV,2
063XX N SPRINGFIELD AVE,1
063XX N TALMAN AV,12
063XX N TALMAN AVE,13
063XX N TRIPP AV,3
063XX N TRIPP AVE,1
063XX N TROY ST,5
063XX N WASHTENAW AV,10
063XX N WASHTENAW AVE,7
063XX N WAYNE AV,7
063XX N WAYNE AVE,13
063XX N WESTERN AV,23
063XX N WESTERN AVE,24
063XX N WHIPPLE ST,12
063XX N WINTHROP AV,29
063XX N WINTHROP AVE,9
063XX S ABERDEEN ST,21
063XX S ADA ST,19
063XX S ALBANY AV,71
063XX S ALBANY AVE,23
063XX S ARCHER AV,9
063XX S ARCHER AVE,5
063XX S ARTESIAN AV,46
063XX S ARTESIAN AVE,10
063XX S ASHLAND AV,96
063XX S ASHLAND AVE,58
063XX S AUSTIN AV,10
063XX S AUSTIN AVE,1
063XX S BELL AV,13
063XX S BELL AVE,2
063XX S BISHOP ST,22
063XX S BLACKSTONE AV,6
063XX S BLACKSTONE AVE,3
063XX S CALIFORNIA AV,42
063XX S CALIFORNIA AVE,58
063XX S CALUMET AV,21
063XX S CALUMET AVE,24
063XX S CAMPBELL AV,60
063XX S CAMPBELL AVE,17
063XX S CARPENTER ST,40
063XX S CENTRAL AV,13
063XX S CENTRAL AVE,4
063XX S CENTRAL PARK AV,2
063XX S CENTRAL PARK AVE,1
063XX S CHAMPLAIN AV,23
063XX S CHAMPLAIN AVE,8
063XX S CICERO AV,26
063XX S CICERO AVE,25
063XX S CLAREMONT AV,30
063XX S CLAREMONT AVE,34
063XX S COAST GUARD DR,5
063XX S CORNELL AV,1
063XX S CORNELL DR,4
063XX S COTTAGE GROVE,26
063XX S COTTAGE GROVE AV,31
063XX S COTTAGE GROVE AVE,43
063XX S DAMEN AV,46
063XX S DAMEN AVE,14
063XX S DAN RYAN XPRS IB,1
063XX S DANTE AV,1
063XX S DORCHESTER AV,6
063XX S DORCHESTER AVE,5
063XX S DR MARTIN LUTHER KING JR DR,114
063XX S DR MARTN LUTHR KING JR DR,69
063XX S DREXEL AV,16
063XX S DREXEL AVE,11
